20,67954,KS,ROLLA,101.644683,37.108881,649,0.000262
51,22060,VA,FORT BELVOIR,77.143315,38.694699,6013,0.000972
19,51232,IA,ASHTON,95.765509,43.305259,1090,0.000393
34,07082,NJ,TOWACO,74.342807,40.927691,4355,0.000563
12,33322,FL,SUNRISE,80.271954,26.151923,37348,0.002887
37,27330,NC,COLON,79.176446,35.464148,39537,0.005965
23,04954,ME,NEW PORTLAND,70.092857,44.885571,312,0.000254
51,24175,VA,TROUTVILLE,79.878636,37.401855,9211,0.001489
01,36483,AL,WING,86.56119,31.148127,1583,0.000392
39,43324,OH,HUNTSVILLE,83.792748,40.441295,1953,0.00018
37,27577,NC,SMITHFIELD,78.347866,35.50684,15031,0.002268
12,33605,FL,TAMPA,82.433368,27.967078,19813,0.001531
48,76092,TX,GRAPEVINE,97.148066,32.956456,5638,0.000332
48,76543,TX,HARKER HEIGHTS,97.676864,31.100505,35052,0.002064
54,26601,WV,HEROLD,80.681072,38.673855,3517,0.001961
04,85255,AZ,SCOTTSDALE,111.889213,33.696801,2927,0.000799
48,76266,TX,SANGER,97.181432,33.356266,7440,0.000438
26,48823,MI,EAST LANSING,84.476409,42.738805,61997,0.00667
06,95501,CA,EUREKA,124.155892,40.776237,45720,0.001536
29,65240,MO,CENTRALIA,92.147244,39.196089,5171,0.001011
42,16345,PA,RUSSELL,79.127079,41.946106,3833,0.000323
46,57221,SD,BRYANT,97.453659,44.598671,627,0.000901
19,50130,IA,JEWELL,93.642821,42.313912,1348,0.000485
36,13827,NY,OWEGO,76.252797,42.113809,11378,0.000632
29,65330,MO,GILLIAM,92.993222,39.244708,476,0.000093
53,99343,WA,MESA,119.137324,46.578223,2382,0.000489
25,01833,MA,GEORGETOWN,70.982239,42.728067,6384,0.001061
36,14810,NY,VETERANS ADMINIS,77.323255,42.345451,12982,0.000722
27,56219,MN,BROWNS VALLEY,96.80625,45.606934,1128,0.000258
23,04572,ME,WALDOBORO,69.374537,44.104601,4702,0.003829
38,58014,ND,CHAFFEE,97.357753,46.766477,189,0.000296
08,80441,CO,FOXTON,105.24815,39.372056,127,0.000039
06,91330,CA,CALIFORNIA STATE,118.528634,34.23805,1604,0.000054
53,98223,WA,ARLINGTON,122.112126,48.18293,24435,0.005021
21,42731,KY,DUBRE,85.568281,36.891998,210,0.000057
42,16695,PA,WOODBURY,78.366573,40.21847,741,0.000062
26,49925,MI,EWEN,89.314494,46.540412,772,0.000083
55,54201,WI,ALGOMA,87.457792,44.610051,5387,0.001101
48,75450,TX,LAKE CREEK,95.622131,33.467493,50,3E-6
37,27591,NC,WENDELL,78.392601,35.797964,12418,0.001873
13,31701,GA,ALBANY,84.161923,31.567783,25698,0.003967
37,28311,NC,FAYETTEVILLE,78.898217,35.129416,29497,0.00445
13,30179,GA,TEMPLE,85.013315,33.767687,7111,0.001098
53,98930,WA,GRANDVIEW,119.915734,46.253846,10558,0.002169
20,67345,KS,ELK FALLS,96.195902,37.374514,206,0.000083
20,66046,KS,LAWRENCE,95.24203,38.936925,16411,0.006624
17,61356,IL,PRINCETON,89.427017,41.362934,12333,0.001079
27,56226,MN,CLONTARF,95.678629,45.373418,279,0.000064
48,76433,TX,BLUFF DALE,98.163775,32.401791,1751,0.000103
20,67838,KS,DEERFIELD,101.143141,38.00677,1077,0.000435
02,99683,AK,TRAPPER CREEK,150.284455,61.441361,20,0.000036
36,11727,NY,CORAM,73.006881,40.884988,25002,0.00139
19,52624,IA,DENMARK,91.326593,40.748693,869,0.000313
42,15720,PA,BRUSH VALLEY,79.058765,40.528565,1811,0.000152
19,50048,IA,CASEY,94.414475,41.496116,1822,0.000656
29,63760,MO,LEOPOLD,89.922735,37.260903,303,0.000059
25,01854,MA,LOWELL,71.335464,42.649254,26472,0.0044
39,45895,OH,WAPAKONETA,84.177378,40.568978,16364,0.001509
25,01534,MA,NORTHBRIDGE,71.656366,42.1494,4564,0.000759
39,43968,OH,WELLSVILLE,80.662095,40.617099,8315,0.000767
28,38855,MS,MANTACHIE,88.496034,34.358677,4273,0.001661
36,11030,NY,PLANDOME,73.688369,40.798641,15271,0.000849
48,77502,TX,PASADENA,95.198193,29.678945,31270,0.001841
16,83824,ID,DESMET,116.893746,47.125954,265,0.000263
38,58537,ND,HUFF,100.693909,46.563172,266,0.000416
06,95111,CA,SAN JOSE,121.824038,37.282276,48286,0.001623
06,95565,CA,SCOTIA,124.039074,40.454665,321,0.000011
46,57355,SD,KIMBALL,98.934305,43.712881,1546,0.002221
42,17112,PA,HARRISBURG,76.791438,40.335208,27559,0.002319
54,26767,WV,WILEY FORD,78.774992,39.613308,1139,0.000635
20,66944,KS,HADDAM,97.308142,39.851969,333,0.000134
17,60666,IL,AMF OHARE,87.906803,41.9821,262,0.000023
12,32073,FL,ORANGE PARK,81.72907,30.16369,37281,0.002882
18,47234,IN,FLAT ROCK,85.675886,39.407503,1496,0.00027
42,15670,PA,NEW ALEXANDRIA,79.396594,40.398112,2658,0.000224
17,60953,IL,MILFORD,87.685332,40.629253,2367,0.000207
39,45711,OH,AMESVILLE,81.964976,39.408641,1661,0.000153
16,83835,ID,HAYDEN LAKE,116.776821,47.773853,9287,0.009225
40,73641,OK,DILL CITY,99.153738,35.278704,966,0.000307
26,48653,MI,ROSCOMMON,84.660092,44.483908,8311,0.000894
22,71033,LA,GREENWOOD,93.969252,32.424025,3140,0.000744
09,06901,CT,STAMFORD,73.539039,41.053083,5860,0.001783
38,58564,ND,RALEIGH,101.282651,46.335236,138,0.000216
42,18938,PA,NEW HOPE,74.983889,40.355613,7111,0.000598
45,29516,SC,BLENHEIM,79.659422,34.502033,2123,0.000609
06,91302,CA,CALABASAS,118.664103,34.141854,12690,0.000426
33,03048,NH,MASON,71.784487,42.7489,3443,0.003104
18,47126,IN,HENRYVILLE,85.773403,38.539829,2648,0.000478
42,18923,PA,FOUNTAINVILLE,75.153627,40.336815,261,0.000022
06,90248,CA,GARDENA,118.289312,33.874506,9529,0.00032
18,46260,IN,NORA,86.184809,39.897488,29718,0.00536
25,01452,MA,HUBBARDSTON,72.001159,42.486538,2797,0.000465
09,06259,CT,POMFRET CENTER,71.98201,41.869683,3325,0.001012
36,14423,NY,CALEDONIA,77.849295,42.956661,4942,0.000275
46,57386,SD,YALE,97.993249,44.495591,462,0.000664
18,47424,IN,BLOOMFIELD,86.867549,39.029542,9014,0.001626
34,07090,NJ,WESTFIELD,74.345056,40.647851,31885,0.004125
29,63780,MO,SCOTT CITY,89.518081,37.20771,6340,0.001239
29,63670,MO,LAKE FOREST ESTA,90.09604,37.950356,9405,0.001838
39,45052,OH,NORTH BEND,84.727261,39.153605,4013,0.00037
51,24324,VA,DRAPER,80.818752,36.969743,1161,0.000188
26,48612,MI,BEAVERTON,84.424059,43.886576,9682,0.001042
12,32696,FL,WILLISTON,82.485601,29.397737,7664,0.000592
29,63432,MO,ARBELA,92.004741,40.486299,564,0.00011
20,67646,KS,LOGAN,99.568694,39.661096,751,0.000303
48,78756,TX,AUSTIN,97.739032,30.322312,7525,0.000443
09,06854,CT,NORWALK,73.428485,41.095722,25358,0.007714
47,37329,TN,ENGLEWOOD,84.483265,35.427245,3419,0.000701
16,83316,ID,BUHL,114.782545,42.600763,8014,0.00796
20,66843,KS,CLEMENTS,96.775444,38.279757,200,0.000081
01,35574,AL,KENNEDY,88.05172,33.574964,3618,0.000895
36,12817,NY,CHESTERTOWN,73.806641,43.645053,2141,0.000119
21,42722,KY,CANMER,85.720292,37.269562,465,0.000126
40,74741,OK,HENDRIX,96.358134,33.801582,1812,0.000576
08,81654,CO,SNOWMASS,106.950839,39.250059,2627,0.000797
18,47556,IN,MARIAH HILL,86.831593,38.149493,1317,0.000238
06,91762,CA,ONTARIO,117.66647,34.058415,47653,0.001601
13,30230,GA,HOGANSVILLE,84.930856,33.164382,6378,0.000985
48,78621,TX,ELGIN,97.373748,30.323136,9852,0.00058
02,99921,AK,CRAIG,133.117081,55.47317,1398,0.002542
06,92532,CA,LAKE ELSINORE,117.271278,33.651662,6796,0.000228
06,95526,CA,RUTH,123.549351,40.468566,1076,0.000036
17,61753,IL,LEXINGTON,88.806203,40.635685,3098,0.000271
42,15546,PA,JENNERS,79.054571,40.147321,4586,0.000386
36,11225,NY,BROOKLYN,73.954588,40.662776,66752,0.00371
35,87731,NM,MONTEZUMA,105.409729,35.682959,62,0.000041
21,40007,KY,BETHLEHEM,85.064874,38.402433,353,0.000096
42,15928,PA,DAVIDSVILLE,78.936333,40.224451,244,0.000021
47,38106,TN,MEMPHIS,90.032997,35.102124,40444,0.008292
06,95354,CA,MODESTO,120.968323,37.644526,26630,0.000895
36,10801,NY,NEW ROCHELLE,73.787729,40.916628,30929,0.001719
18,47017,IN,CROSS PLAINS,85.21221,38.949046,802,0.000145
44,02885,RI,WARREN,71.270165,41.725618,11385,0.011346
22,70755,LA,LIVONIA,91.533219,30.552353,2711,0.000642
04,85258,AZ,SCOTTSDALE,111.893067,33.564747,20867,0.005693
12,34945,FL,FORT PIERCE,80.443963,27.438233,3711,0.000287
56,82442,WY,TEN SLEEP,107.415305,43.997848,695,0.001532
36,11576,NY,ROSLYN,73.653362,40.790668,13114,0.000729
34,08528,NJ,KINGSTON,74.616071,40.380465,160,0.000021
33,03229,NH,HOPKINTON,71.696299,43.218898,6071,0.005473
31,68516,NE,LINCOLN,96.652304,40.756807,21213,0.01344
36,12972,NY,PERU,73.529322,44.585109,5640,0.000313
12,34669,FL,HUDSON,82.628793,28.350634,8577,0.000663
38,58792,ND,BERGEN,100.803824,47.951793,418,0.000654
26,49050,MI,DOWLING,85.249452,42.501478,909,0.000098
20,66945,KS,HANOVER,96.868947,39.89266,1278,0.000516
17,60012,IL,CRYSTAL LAKE,88.321294,42.266198,6855,0.0006
20,67217,KS,WICHITA,97.358139,37.626574,30680,0.012383
35,87573,NM,TERERRO,105.645725,35.736881,99,0.000065
29,64426,MO,BLYTHEDALE,93.895447,40.502352,335,0.000065
21,41722,KY,TRIBBEY,83.158487,37.328174,2312,0.000627
16,83811,ID,CLARK FORK,116.169865,48.140457,971,0.000964
47,37035,TN,CHAPMANSBORO,87.111288,36.378078,3248,0.000666
17,61361,IL,SHEFFIELD,89.711502,41.394876,1964,0.000172
47,37814,TN,MORRISTOWN,83.31185,36.224782,26285,0.005389
37,27978,NC,STUMPY POINT,75.77909,35.863007,880,0.000133
36,13780,NY,GUILFORD,75.482318,42.426901,738,0.000041
48,78739,TX,AUSTIN,97.878433,30.172026,3104,0.000183
36,13736,NY,BERKSHIRE,76.192008,42.307435,2652,0.000147
36,14059,NY,ELMA,78.634257,42.834002,8130,0.000452
02,99579,AK,EGEGIK,157.342202,58.206174,122,0.000222
17,62514,IL,BOODY,89.072061,39.762824,541,0.000047
25,01375,MA,SUNDERLAND,72.567569,42.453947,3399,0.000565
38,58581,ND,ZEELAND,99.772543,46.005476,497,0.000778
06,94937,CA,INVERNESS,122.856774,38.083514,1716,0.000058
35,87009,NM,CEDARVALE,105.734516,34.388028,66,0.000044
09,06277,CT,THOMPSON,71.837587,41.980285,2960,0.0009
17,60609,IL,CHICAGO,87.653279,41.809721,89762,0.007853
28,39042,MS,BRANDON,89.964029,32.303803,41141,0.015988
51,22655,VA,STEPHENS CITY,78.190677,39.083415,10954,0.00177
48,78217,TX,SAN ANTONIO,98.419444,29.539525,27925,0.001644
39,45064,OH,SOMERVILLE,84.621911,39.555366,902,0.000083
21,41540,KY,LICK CREEK,82.325456,37.347969,221,0.00006
